"P (MPa)","T (°C)","V (m3/kg)","U (kJ/kg)","H (kJ/kg)","S [kJ/(kg K)]","Phase"
0.8,290,0.318,2781,3036,7.197,"vapor"
0.8,300,0.3242,2798,3057,7.235,"vapor"
0.8,310,0.3303,2814,3078,7.271,"vapor"
0.8,320,0.3363,2830,3099,7.307,"vapor"
0.8,330,0.3424,2846,3120,7.342,"vapor"
0.8,340,0.3484,2862,3141,7.377,"vapor"
0.8,350,0.3544,2879,3162,7.411,"vapor"
0.8,360,0.3604,2895,3183,7.444,"vapor"
0.8,370,0.3664,2911,3204,7.477,"vapor"
0.8,380,0.3724,2927,3225,7.51,"vapor"
0.8,390,0.3783,2944,3247,7.542,"vapor"
0.8,400,0.3843,2960,3268,7.573,"vapor"
0.8,410,0.3902,2977,3289,7.605,"vapor"
0.8,420,0.3962,2993,3310,7.636,"vapor"
0.8,430,0.4021,3010,3331,7.666,"vapor"
0.8,440,0.408,3026,3353,7.696,"vapor"
0.8,450,0.4139,3043,3374,7.726,"vapor"
0.8,460,0.4198,3059,3395,7.755,"vapor"
0.8,470,0.4257,3076,3417,7.784,"vapor"
0.8,480,0.4316,3093,3438,7.813,"vapor"
0.8,490,0.4375,3110,3460,7.841,"vapor"
0.8,500,0.4433,3127,3481,7.869,"vapor"
0.8,520,0.4551,3161,3525,7.925,"vapor"
0.8,540,0.4668,3195,3568,7.979,"vapor"
0.8,560,0.4785,3229,3612,8.032,"vapor"
0.8,580,0.4902,3264,3656,8.084,"vapor"
0.8,600,0.5019,3299,3700,8.135,"vapor"
0.8,620,0.5135,3334,3745,8.186,"vapor"
0.8,640,0.5252,3369,3789,8.235,"vapor"
0.8,660,0.5368,3405,3834,8.284,"vapor"
0.8,680,0.5485,3441,3880,8.332,"vapor"
0.8,700,0.5601,3477,3925,8.379,"vapor"
0.8,720,0.5717,3514,3971,8.426,"vapor"
0.8,740,0.5834,3551,4017,8.472,"vapor"
0.8,760,0.595,3588,4064,8.517,"vapor"
0.8,780,0.6066,3625,4110,8.562,"vapor"
0.8,800,0.6182,3662,4157,8.606,"vapor"
0.8,820,0.6298,3700,4204,8.65,"vapor"
0.8,840,0.6414,3738,4252,8.693,"vapor"
0.8,860,0.653,3777,4299,8.735,"vapor"
0.8,880,0.6646,3816,4347,8.777,"vapor"
0.8,900,0.6762,3855,4396,8.819,"vapor"
0.8,920,0.6878,3894,4444,8.86,"vapor"
0.8,940,0.6994,3933,4493,8.9,"vapor"
0.8,960,0.711,3973,4542,8.94,"vapor"
0.8,980,0.7225,4013,4591,8.98,"vapor"
0.8,1000,0.7341,4053,4641,9.019,"vapor"
0.8,1100,0.792,4258,4892,9.209,"vapor"
0.8,1200,0.8498,4469,5149,9.39,"vapor"
0.8,1300,0.9076,4686,5412,9.563,"vapor"
0.8,1400,0.9654,4908,5680,9.728,"vapor"
0.8,1500,1.023,5135,5953,9.886,"vapor"
0.8,1600,1.081,5366,6231,10.04,"vapor"
0.8,1800,1.196,5840,6797,10.33,"vapor"
0.8,2000,1.312,6327,7377,10.59,"vapor"
0.9,0,0.0009998,-0.02978,0.87,-0.00009,"liquid"
0.9,5,0.0009996,21.01,21.91,0.07624,"liquid"
0.9,10,0.0009999,42,42.9,0.151,"liquid"
0.9,15,0.001001,62.94,63.84,0.2243,"liquid"
0.9,20,0.001001,83.86,84.76,0.2963,"liquid"
0.9,25,0.001003,104.8,105.7,0.367,"liquid"
0.9,30,0.001004,125.6,126.6,0.4365,"liquid"
0.9,35,0.001006,146.5,147.4,0.5048,"liquid"
0.9,40,0.001007,167.4,168.3,0.5721,"liquid"
0.9,45,0.00101,188.3,189.2,0.6382,"liquid"
0.9,50,0.001012,209.2,210.1,0.7034,"liquid"
0.9,55,0.001014,230.1,231,0.7676,"liquid"
0.9,60,0.001017,251,251.9,0.8308,"liquid"
0.9,65,0.001019,271.9,272.8,0.8932,"liquid"
0.9,70,0.001022,292.9,293.8,0.9546,"liquid"
0.9,75,0.001025,313.8,314.7,1.015,"liquid"
0.9,80,0.001029,334.8,335.7,1.075,"liquid"
0.9,85,0.001032,355.8,356.7,1.134,"liquid"
0.9,90,0.001036,376.7,377.7,1.192,"liquid"
0.9,95,0.001039,397.8,398.7,1.25,"liquid"
0.9,100,0.001043,418.8,419.8,1.307,"liquid"
0.9,105,0.001047,439.9,440.9,1.363,"liquid"
0.9,110,0.001051,461,462,1.418,"liquid"
0.9,115,0.001055,482.2,483.1,1.473,"liquid"
0.9,120,0.00106,503.3,504.3,1.527,"liquid"
0.9,125,0.001065,524.6,525.5,1.581,"liquid"
0.9,130,0.001069,545.8,546.8,1.634,"liquid"
0.9,135,0.001074,567.2,568.1,1.687,"liquid"
0.9,140,0.001079,588.5,589.5,1.739,"liquid"
0.9,145,0.001085,610,610.9,1.79,"liquid"
0.9,150,0.00109,631.5,632.4,1.841,"liquid"
0.9,155,0.001096,653,654,1.892,"liquid"
0.9,160,0.001102,674.6,675.6,1.942,"liquid"
0.9,165,0.001108,696.4,697.4,1.992,"liquid"
0.9,170,0.001114,718.1,719.1,2.042,"liquid"
0.9,175,0.001121,740,741,2.091,"liquid"
0.9,175.4,0.001121,741.6,742.6,2.094,"saturated liquid"
0.9,175.4,0.2149,2580,2773,6.621,"saturated vapor"
0.9,180,0.2179,2589,2785,6.648,"vapor"
0.9,185,0.2211,2599,2798,6.676,"vapor"
0.9,190,0.2243,2608,2810,6.703,"vapor"
0.9,195,0.2274,2618,2822,6.729,"vapor"
0.9,200,0.2304,2627,2834,6.754,"vapor"
0.9,210,0.2364,2645,2857,6.803,"vapor"
0.9,220,0.2424,2662,2880,6.85,"vapor"
0.9,230,0.2482,2679,2903,6.895,"vapor"
0.9,240,0.2539,2696,2925,6.938,"vapor"
0.9,250,0.2596,2713,2947,6.981,"vapor"
0.9,260,0.2653,2730,2969,7.022,"vapor"
0.9,270,0.2709,2746,2990,7.062,"vapor"
0.9,280,0.2764,2763,3012,7.101,"vapor"
0.9,290,0.2819,2779,3033,7.139,"vapor"
0.9,300,0.2874,2796,3054,7.177,"vapor"
0.9,310,0.2929,2812,3076,7.213,"vapor"
0.9,320,0.2983,2828,3097,7.25,"vapor"
0.9,330,0.3037,2845,3118,7.285,"vapor"
0.9,340,0.3091,2861,3139,7.32,"vapor"
0.9,350,0.3145,2877,3160,7.354,"vapor"
0.9,360,0.3198,2893,3181,7.388,"vapor"
0.9,370,0.3252,2910,3203,7.421,"vapor"
0.9,380,0.3305,2926,3224,7.453,"vapor"
0.9,390,0.3358,2943,3245,7.486,"vapor"
0.9,400,0.3411,2959,3266,7.517,"vapor"
0.9,410,0.3464,2976,3287,7.549,"vapor"
0.9,420,0.3517,2992,3309,7.58,"vapor"
0.9,430,0.357,3009,3330,7.61,"vapor"
0.9,440,0.3623,3025,3351,7.64,"vapor"
0.9,450,0.3675,3042,3373,7.67,"vapor"
0.9,460,0.3728,3058,3394,7.699,"vapor"
0.9,470,0.378,3075,3416,7.729,"vapor"
0.9,480,0.3833,3092,3437,7.757,"vapor"
0.9,490,0.3885,3109,3459,7.786,"vapor"
0.9,500,0.3938,3126,3480,7.814,"vapor"
0.9,520,0.4042,3160,3524,7.869,"vapor"
0.9,540,0.4147,3194,3567,7.924,"vapor"
0.9,560,0.4251,3228,3611,7.977,"vapor"
0.9,580,0.4355,3263,3655,8.029,"vapor"
0.9,600,0.4459,3298,3699,8.08,"vapor"
0.9,620,0.4563,3333,3744,8.131,"vapor"
0.9,640,0.4667,3369,3789,8.18,"vapor"
0.9,660,0.477,3404,3834,8.229,"vapor"
0.9,680,0.4874,3440,3879,8.277,"vapor"
0.9,700,0.4977,3477,3925,8.325,"vapor"
0.9,720,0.5081,3513,3971,8.371,"vapor"
0.9,740,0.5184,3550,4017,8.417,"vapor"
0.9,760,0.5288,3587,4063,8.463,"vapor"
0.9,780,0.5391,3624,4110,8.507,"vapor"
0.9,800,0.5494,3662,4157,8.551,"vapor"
0.9,820,0.5597,3700,4204,8.595,"vapor"
0.9,840,0.5701,3738,4251,8.638,"vapor"
0.9,860,0.5804,3777,4299,8.68,"vapor"
0.9,880,0.5907,3815,4347,8.722,"vapor"
0.9,900,0.601,3854,4395,8.764,"vapor"
0.9,920,0.6113,3893,4444,8.805,"vapor"
0.9,940,0.6216,3933,4492,8.845,"vapor"
0.9,960,0.6319,3973,4541,8.886,"vapor"
0.9,980,0.6422,4013,4591,8.925,"vapor"
0.9,1000,0.6525,4053,4640,8.964,"vapor"
0.9,1100,0.704,4258,4892,9.154,"vapor"
0.9,1200,0.7554,4469,5149,9.335,"vapor"
0.9,1300,0.8068,4686,5412,9.508,"vapor"
0.9,1400,0.8581,4908,5680,9.673,"vapor"
0.9,1500,0.9095,5135,5953,9.832,"vapor"
0.9,1600,0.9608,5366,6230,9.984,"vapor"
0.9,1800,1.064,5840,6797,10.27,"vapor"
0.9,2000,1.166,6327,7377,10.54,"vapor"
1,0,0.0009997,-0.0197,0.98,-0.00009,"liquid"
1,5,0.0009996,21.01,22.01,0.07624,"liquid"
1,10,0.0009999,41.99,42.99,0.151,"liquid"
1,15,0.001,62.94,63.94,0.2243,"liquid"
1,20,0.001001,83.85,84.85,0.2963,"liquid"
1,25,0.001003,104.7,105.8,0.367,"liquid"
1,30,0.001004,125.6,126.6,0.4365,"liquid"
1,35,0.001006,146.5,147.5,0.5048,"liquid"
1,40,0.001007,167.4,168.4,0.572,"liquid"
1,45,0.001009,188.3,189.3,0.6382,"liquid"
1,50,0.001012,209.2,210.2,0.7034,"liquid"
1,55,0.001014,230.1,231.1,0.7675,"liquid"
1,60,0.001017,251,252,0.8308,"liquid"
1,65,0.001019,271.9,272.9,0.8931,"liquid"
1,70,0.001022,292.8,293.9,0.9546,"liquid"
1,75,0.001025,313.8,314.8,1.015,"liquid"
1,80,0.001029,334.7,335.8,1.075,"liquid"
1,85,0.001032,355.7,356.8,1.134,"liquid"
1,90,0.001036,376.7,377.8,1.192,"liquid"
1,95,0.001039,397.8,398.8,1.25,"liquid"
1,100,0.001043,418.8,419.8,1.307,"liquid"
1,105,0.001047,439.9,440.9,1.363,"liquid"
1,110,0.001051,461,462,1.418,"liquid"
1,115,0.001055,482.1,483.2,1.473,"liquid"
1,120,0.00106,503.3,504.4,1.527,"liquid"
1,125,0.001064,524.5,525.6,1.581,"liquid"
1,130,0.001069,545.8,546.9,1.634,"liquid"
1,135,0.001074,567.1,568.2,1.687,"liquid"
1,140,0.001079,588.5,589.6,1.739,"liquid"
1,145,0.001085,609.9,611,1.79,"liquid"
1,150,0.00109,631.4,632.5,1.841,"liquid"
1,155,0.001096,653,654.1,1.892,"liquid"
1,160,0.001102,674.6,675.7,1.942,"liquid"
1,165,0.001108,696.3,697.4,1.992,"liquid"
1,170,0.001114,718.1,719.2,2.041,"liquid"
1,175,0.001121,740,741.1,2.091,"liquid"
1,179.9,0.001127,761.4,762.5,2.138,"saturated liquid"
1,179.9,0.1944,2583,2777,6.585,"saturated vapor"
1,180,0.1944,2583,2777,6.586,"vapor"
1,185,0.1974,2593,2791,6.615,"vapor"
1,190,0.2003,2603,2804,6.643,"vapor"
1,195,0.2032,2613,2816,6.67,"vapor"
1,200,0.206,2622,2828,6.696,"vapor"
1,210,0.2116,2641,2852,6.746,"vapor"
1,220,0.217,2659,2876,6.793,"vapor"
1,230,0.2223,2676,2898,6.839,"vapor"
1,240,0.2276,2693,2921,6.884,"vapor"
1,250,0.2328,2710,2943,6.927,"vapor"
1,260,0.2379,2727,2965,6.968,"vapor"
1,270,0.243,2744,2987,7.009,"vapor"
1,280,0.248,2761,3009,7.048,"vapor"
1,290,0.253,2777,3030,7.087,"vapor"
1,300,0.258,2794,3052,7.125,"vapor"
1,310,0.2629,2810,3073,7.162,"vapor"
1,320,0.2679,2827,3094,7.198,"vapor"
1,330,0.2728,2843,3116,7.234,"vapor"
1,340,0.2776,2859,3137,7.269,"vapor"
1,350,0.2825,2876,3158,7.303,"vapor"
1,360,0.2874,2892,3179,7.337,"vapor"
1,370,0.2922,2909,3201,7.37,"vapor"
1,380,0.297,2925,3222,7.403,"vapor"
1,390,0.3018,2941,3243,7.435,"vapor"
1,400,0.3066,2958,3265,7.467,"vapor"
1,410,0.3114,2974,3286,7.498,"vapor"
1,420,0.3162,2991,3307,7.529,"vapor"
1,430,0.3209,3008,3329,7.56,"vapor"
1,440,0.3257,3024,3350,7.59,"vapor"
1,450,0.3305,3041,3371,7.62,"vapor"
1,460,0.3352,3058,3393,7.65,"vapor"
1,470,0.3399,3074,3414,7.679,"vapor"
1,480,0.3447,3091,3436,7.708,"vapor"
1,490,0.3494,3108,3457,7.736,"vapor"
1,500,0.3541,3125,3479,7.764,"vapor"
1,520,0.3635,3159,3523,7.82,"vapor"
1,540,0.373,3193,3566,7.874,"vapor"
1,560,0.3824,3228,3610,7.927,"vapor"
1,580,0.3917,3262,3654,7.98,"vapor"
1,600,0.4011,3297,3699,8.031,"vapor"
1,620,0.4105,3333,3743,8.082,"vapor"
1,640,0.4198,3368,3788,8.131,"vapor"
1,660,0.4292,3404,3833,8.18,"vapor"
1,680,0.4385,3440,3879,8.228,"vapor"
1,700,0.4478,3476,3924,8.276,"vapor"
1,720,0.4572,3513,3970,8.322,"vapor"
1,740,0.4665,3550,4016,8.368,"vapor"
1,760,0.4758,3587,4063,8.414,"vapor"
1,780,0.4851,3624,4109,8.458,"vapor"
1,800,0.4944,3662,4156,8.502,"vapor"
1,820,0.5037,3700,4203,8.546,"vapor"
1,840,0.513,3738,4251,8.589,"vapor"
1,860,0.5223,3776,4299,8.632,"vapor"
1,880,0.5316,3815,4347,8.674,"vapor"
1,900,0.5408,3854,4395,8.715,"vapor"
1,920,0.5501,3893,4443,8.756,"vapor"
1,940,0.5594,3933,4492,8.797,"vapor"
1,960,0.5687,3972,4541,8.837,"vapor"
1,980,0.5779,4012,4590,8.876,"vapor"
1,1000,0.5872,4053,4640,8.916,"vapor"
1,1100,0.6335,4258,4891,9.106,"vapor"
1,1200,0.6798,4469,5149,9.287,"vapor"
1,1300,0.7261,4686,5412,9.459,"vapor"
1,1400,0.7723,4908,5680,9.625,"vapor"
1,1500,0.8186,5134,5953,9.783,"vapor"
1,1600,0.8648,5366,6230,9.935,"vapor"
1,1800,0.9572,5840,6797,10.22,"vapor"
1,2000,1.05,6327,7377,10.49,"vapor"
1.1,0,0.0009997,-0.01961,1.08,-0.00008,"liquid"
1.1,5,0.0009995,21.01,22.11,0.07623,"liquid"
1.1,10,0.0009998,41.99,43.09,0.151,"liquid"
1.1,15,0.001,62.93,64.03,0.2243,"liquid"
1.1,20,0.001001,83.85,84.95,0.2963,"liquid"
1.1,25,0.001003,104.7,105.8,0.3669,"liquid"
1.1,30,0.001004,125.6,126.7,0.4364,"liquid"
1.1,35,0.001006,146.5,147.6,0.5048,"liquid"
1.1,40,0.001007,167.4,168.5,0.572,"liquid"
1.1,45,0.001009,188.3,189.4,0.6382,"liquid"
1.1,50,0.001012,209.2,210.3,0.7033,"liquid"
1.1,55,0.001014,230.1,231.2,0.7675,"liquid"
1.1,60,0.001017,251,252.1,0.8307,"liquid"
1.1,65,0.001019,271.9,273,0.8931,"liquid"
1.1,70,0.001022,292.8,293.9,0.9545,"liquid"
1.1,75,0.001025,313.8,314.9,1.015,"liquid"
1.1,80,0.001029,334.7,335.9,1.075,"liquid"
1.1,85,0.001032,355.7,356.8,1.134,"liquid"
1.1,90,0.001035,376.7,377.8,1.192,"liquid"
1.1,95,0.001039,397.7,398.9,1.25,"liquid"
1.1,100,0.001043,418.8,419.9,1.306,"liquid"
1.1,105,0.001047,439.8,441,1.363,"liquid"
1.1,110,0.001051,461,462.1,1.418,"liquid"
1.1,115,0.001055,482.1,483.3,1.473,"liquid"
1.1,120,0.00106,503.3,504.5,1.527,"liquid"
1.1,125,0.001064,524.5,525.7,1.581,"liquid"
1.1,130,0.001069,545.8,547,1.634,"liquid"
1.1,135,0.001074,567.1,568.3,1.686,"liquid"
1.1,140,0.001079,588.5,589.6,1.738,"liquid"
1.1,145,0.001085,609.9,611.1,1.79,"liquid"
1.1,150,0.00109,631.4,632.6,1.841,"liquid"
1.1,155,0.001096,652.9,654.1,1.892,"liquid"
1.1,160,0.001102,674.5,675.8,1.942,"liquid"
1.1,165,0.001108,696.2,697.5,1.992,"liquid"
1.1,170,0.001114,718,719.3,2.041,"liquid"
1.1,175,0.001121,739.9,741.1,2.09,"liquid"
1.1,180,0.001127,761.9,763.1,2.139,"liquid"
1.1,184.1,0.001133,779.8,781,2.179,"saturated liquid"
1.1,184.1,0.1775,2585,2781,6.552,"saturated vapor"
1.1,185,0.178,2587,2783,6.558,"vapor"
1.1,190,0.1807,2598,2797,6.587,"vapor"
1.1,195,0.1834,2608,2810,6.615,"vapor"
1.1,200,0.186,2618,2822,6.642,"vapor"
1.1,210,0.1912,2637,2847,6.693,"vapor"
1.1,220,0.1962,2655,2871,6.742,"vapor"
1.1,230,0.2011,2673,2894,6.789,"vapor"
1.1,240,0.206,2690,2917,6.834,"vapor"
1.1,250,0.2108,2708,2939,6.877,"vapor"
1.1,260,0.2155,2725,2962,6.919,"vapor"
1.1,270,0.2201,2742,2984,6.96,"vapor"
1.1,280,0.2248,2758,3006,7,"vapor"
1.1,290,0.2294,2775,3027,7.039,"vapor"
1.1,300,0.2339,2792,3049,7.077,"vapor"
1.1,310,0.2385,2808,3071,7.114,"vapor"
1.1,320,0.243,2825,3092,7.151,"vapor"
1.1,330,0.2474,2841,3113,7.187,"vapor"
1.1,340,0.2519,2858,3135,7.222,"vapor"
1.1,350,0.2564,2874,3156,7.257,"vapor"
1.1,360,0.2608,2891,3178,7.291,"vapor"
1.1,370,0.2652,2907,3199,7.324,"vapor"
1.1,380,0.2696,2924,3220,7.357,"vapor"
1.1,390,0.274,2940,3242,7.389,"vapor"
1.1,400,0.2784,2957,3263,7.421,"vapor"
1.1,410,0.2827,2973,3284,7.453,"vapor"
1.1,420,0.2871,2990,3306,7.484,"vapor"
1.1,430,0.2914,3007,3327,7.515,"vapor"
1.1,440,0.2958,3023,3349,7.545,"vapor"
1.1,450,0.3001,3040,3370,7.575,"vapor"
1.1,460,0.3044,3057,3392,7.604,"vapor"
1.1,470,0.3088,3073,3413,7.634,"vapor"
1.1,480,0.3131,3090,3435,7.662,"vapor"
1.1,490,0.3174,3107,3456,7.691,"vapor"
1.1,500,0.3217,3124,3478,7.719,"vapor"
1.1,520,0.3303,3158,3522,7.775,"vapor"
1.1,540,0.3388,3193,3565,7.829,"vapor"
1.1,560,0.3474,3227,3609,7.883,"vapor"
1.1,580,0.3559,3262,3653,7.935,"vapor"
1.1,600,0.3645,3297,3698,7.986,"vapor"
1.1,620,0.373,3332,3742,8.037,"vapor"
1.1,640,0.3815,3368,3787,8.087,"vapor"
1.1,660,0.39,3403,3833,8.136,"vapor"
1.1,680,0.3985,3439,3878,8.184,"vapor"
1.1,700,0.407,3476,3924,8.231,"vapor"
1.1,720,0.4155,3512,3969,8.278,"vapor"
1.1,740,0.424,3549,4016,8.324,"vapor"
1.1,760,0.4324,3586,4062,8.369,"vapor"
1.1,780,0.4409,3624,4109,8.414,"vapor"
1.1,800,0.4494,3661,4156,8.458,"vapor"
1.1,820,0.4578,3699,4203,8.502,"vapor"
1.1,840,0.4663,3737,4250,8.545,"vapor"
1.1,860,0.4747,3776,4298,8.587,"vapor"
1.1,880,0.4832,3815,4346,8.629,"vapor"
1.1,900,0.4916,3854,4394,8.671,"vapor"
1.1,920,0.5001,3893,4443,8.712,"vapor"
1.1,940,0.5085,3932,4492,8.752,"vapor"
1.1,960,0.5169,3972,4541,8.792,"vapor"
1.1,980,0.5254,4012,4590,8.832,"vapor"
1.1,1000,0.5338,4053,4640,8.871,"vapor"
1.1,1100,0.5759,4258,4891,9.062,"vapor"
1.1,1200,0.618,4469,5149,9.243,"vapor"
1.1,1300,0.6601,4686,5412,9.415,"vapor"
1.1,1400,0.7021,4908,5680,9.581,"vapor"
1.1,1500,0.7442,5134,5953,9.739,"vapor"
1.1,1600,0.7862,5365,6230,9.891,"vapor"
1.1,1800,0.8702,5839,6797,10.18,"vapor"
1.1,2000,0.9542,6327,7377,10.45,"vapor"
1.2,0,0.0009996,-0.01952,1.18,-0.00008,"liquid"
1.2,5,0.0009995,21.01,22.21,0.07623,"liquid"
1.2,10,0.0009998,41.99,43.19,0.151,"liquid"
1.2,15,0.001,62.93,64.13,0.2243,"liquid"
1.2,20,0.001001,83.84,85.04,0.2962,"liquid"
1.2,25,0.001002,104.7,105.9,0.3669,"liquid"
1.2,30,0.001004,125.6,126.8,0.4364,"liquid"
1.2,35,0.001006,146.5,147.7,0.5047,"liquid"
1.2,40,0.001007,167.4,168.6,0.5719,"liquid"
1.2,45,0.001009,188.3,189.5,0.6381,"liquid"
1.2,50,0.001012,209.2,210.4,0.7033,"liquid"
1.2,55,0.001014,230,231.3,0.7674,"liquid"
1.2,60,0.001017,251,252.2,0.8307,"liquid"
1.2,65,0.001019,271.9,273.1,0.893,"liquid"
1.2,70,0.001022,292.8,294,0.9544,"liquid"
1.2,75,0.001025,313.7,315,1.015,"liquid"
1.2,80,0.001029,334.7,335.9,1.075,"liquid"
1.2,85,0.001032,355.7,356.9,1.134,"liquid"
1.2,90,0.001035,376.7,377.9,1.192,"liquid"
1.2,95,0.001039,397.7,398.9,1.25,"liquid"
1.2,100,0.001043,418.7,420,1.306,"liquid"
1.2,105,0.001047,439.8,441.1,1.363,"liquid"
1.2,110,0.001051,460.9,462.2,1.418,"liquid"
1.2,115,0.001055,482.1,483.3,1.473,"liquid"
1.2,120,0.00106,503.2,504.5,1.527,"liquid"
1.2,125,0.001064,524.5,525.7,1.581,"liquid"
1.2,130,0.001069,545.7,547,1.634,"liquid"
1.2,135,0.001074,567,568.3,1.686,"liquid"
1.2,140,0.001079,588.4,589.7,1.738,"liquid"
1.2,145,0.001085,609.8,611.1,1.79,"liquid"
1.2,150,0.00109,631.3,632.6,1.841,"liquid"
1.2,155,0.001096,652.9,654.2,1.892,"liquid"
1.2,160,0.001102,674.5,675.8,1.942,"liquid"
1.2,165,0.001108,696.2,697.5,1.992,"liquid"
1.2,170,0.001114,718,719.3,2.041,"liquid"
1.2,175,0.00112,739.8,741.2,2.09,"liquid"
1.2,180,0.001127,761.8,763.2,2.139,"liquid"
1.2,185,0.001134,783.9,785.2,2.187,"liquid"
1.2,188,0.001139,797,798.3,2.216,"saturated liquid"
1.2,188,0.1633,2588,2784,6.522,"saturated vapor"
1.2,190,0.1643,2592,2789,6.534,"vapor"
1.2,195,0.1669,2603,2803,6.563,"vapor"
1.2,200,0.1693,2613,2816,6.591,"vapor"
1.2,210,0.1742,2632,2841,6.644,"vapor"
1.2,220,0.1789,2651,2866,6.694,"vapor"
1.2,230,0.1835,2669,2890,6.741,"vapor"
1.2,240,0.188,2687,2913,6.787,"vapor"
1.2,250,0.1924,2705,2936,6.831,"vapor"
1.2,260,0.1968,2722,2958,6.874,"vapor"
1.2,270,0.2011,2739,2981,6.916,"vapor"
1.2,280,0.2054,2756,3003,6.956,"vapor"
1.2,290,0.2096,2773,3025,6.995,"vapor"
1.2,300,0.2139,2790,3046,7.034,"vapor"
1.2,310,0.218,2806,3068,7.071,"vapor"
1.2,320,0.2222,2823,3090,7.108,"vapor"
1.2,330,0.2263,2840,3111,7.144,"vapor"
1.2,340,0.2305,2856,3133,7.179,"vapor"
1.2,350,0.2346,2873,3154,7.214,"vapor"
1.2,360,0.2386,2889,3176,7.248,"vapor"
1.2,370,0.2427,2906,3197,7.282,"vapor"
1.2,380,0.2468,2922,3218,7.315,"vapor"
1.2,390,0.2508,2939,3240,7.347,"vapor"
1.2,400,0.2548,2956,3261,7.379,"vapor"
1.2,410,0.2588,2972,3283,7.411,"vapor"
1.2,420,0.2628,2989,3304,7.442,"vapor"
1.2,430,0.2668,3005,3326,7.473,"vapor"
1.2,440,0.2708,3022,3347,7.503,"vapor"
1.2,450,0.2748,3039,3369,7.533,"vapor"
1.2,460,0.2788,3056,3390,7.563,"vapor"
1.2,470,0.2828,3073,3412,7.592,"vapor"
1.2,480,0.2867,3089,3434,7.621,"vapor"
1.2,490,0.2907,3106,3455,7.65,"vapor"
1.2,500,0.2946,3123,3477,7.678,"vapor"
1.2,520,0.3025,3157,3521,7.734,"vapor"
1.2,540,0.3104,3192,3564,7.788,"vapor"
1.2,560,0.3183,3226,3608,7.842,"vapor"
1.2,580,0.3261,3261,3653,7.894,"vapor"
1.2,600,0.3339,3296,3697,7.946,"vapor"
1.2,620,0.3418,3332,3742,7.996,"vapor"
1.2,640,0.3496,3367,3787,8.046,"vapor"
1.2,660,0.3574,3403,3832,8.095,"vapor"
1.2,680,0.3652,3439,3877,8.143,"vapor"
1.2,700,0.373,3475,3923,8.19,"vapor"
1.2,720,0.3808,3512,3969,8.237,"vapor"
1.2,740,0.3885,3549,4015,8.283,"vapor"
1.2,760,0.3963,3586,4062,8.329,"vapor"
1.2,780,0.4041,3623,4108,8.373,"vapor"
1.2,800,0.4118,3661,4155,8.418,"vapor"
1.2,820,0.4196,3699,4202,8.461,"vapor"
1.2,840,0.4274,3737,4250,8.504,"vapor"
1.2,860,0.4351,3776,4298,8.547,"vapor"
1.2,880,0.4429,3814,4346,8.589,"vapor"
